"Date","Campaign_ID","Campaign_Type","Target_Audience","Duration","Channel_Used","Impressions","Clicks","Leads","Conversions","Revenue","Acquisition_Cost","Customer_Segment","website_visits","Indian_Cities","CTR","Conversion_Rate","Website_Conversion_Rate","ROAS","CPL","CPC","Cost_Per_Conversion","Profit","ROI"
"01-07-2024","NY-CMP-6261","Social Media","Premium Shoppers","27","YouTube, Facebook, Google","74804","6140","1918","764","495836.00","354.99","Tier 2 City Customers","19258","Ambattur","8.208117212","12.442996742","3.967182469","1396.760472125975379588","0.185083420","0.057815960","0.464646596","495481.01","139576.047212597537958815"
"01-07-2024","NY-CMP-6726","Influencer","Youth","20","WhatsApp, Facebook, YouTube","66461","3784","1432","554","208304.00","178.53","Premium Shoppers","315","Surat","5.693564646","14.640591966","175.873015873","1166.773091357194869209","0.124671787","0.047180232","0.322256317","208125.47","116577.309135719486920965"
"01-07-2024","NY-CMP-6897","Email","Youth","6","Facebook, Instagram","10291","576","258","199","157409.00","342.31","Premium Shoppers","17687","Madurai","5.597123700","34.548611111","1.125120144","459.843416785954251993","1.326782945","0.594288194","1.720150753","157066.69","45884.341678595425199380"
"01-07-2024","NY-CMP-6899","Email","Working Women","17","Instagram, Email","23442","2645","1466","582","235710.00","123.19","Youth","2665","Bikaner","11.283166965","22.003780718","21.838649155","1913.385826771653543307","0.084031377","0.046574669","0.211666666","235586.81","191238.582677165354330708"
"01-07-2024","NY-CMP-6926","Email","Tier 2 City Customers","7","YouTube, Facebook","97880","3291","1490","580","152540.00","199.87","Premium Shoppers","7482","Salem","3.362280343","17.623822546","7.751937984","763.196077450342722769","0.134140939","0.060732300","0.344603448","152340.13","76219.607745034272276980"
"01-07-2024","NY-CMP-7536","SEO","Tier 2 City Customers","28","Instagram, YouTube","89590","10142","2440","1201","331476.00","233.38","Premium Shoppers","6884","Udaipur","11.320459872","11.841845789","17.446252178","1420.327363098808809666","0.095647540","0.023011240","0.194321398","331242.62","141932.736309880880966663"
"01-07-2024","NY-CMP-7580","SEO","Working Women","30","WhatsApp, Facebook, Google","74475","7234","4163","1981","1071721.00","107.89","Tier 2 City Customers","5570","Vadodara","9.713326619","27.384572850","35.565529622","9933.460005561219760867","0.025916406","0.014914293","0.054462392","1071613.11","993246.000556121976086755"
"01-07-2024","NY-CMP-7625","Influencer","Working Women","11","Google","76385","9611","2955","1986","1449780.00","44.53","Working Women","16105","Saharanpur","12.582313281","20.663822703","12.331574045","32557.37704918032786885","0.015069373","0.004633232","0.022421953","1449735.47","3255637.704918032786885245"
"01-07-2024","NY-CMP-7803","Influencer","Working Women","7","Email","84740","2412","556","242","84458.00","1180.27","Working Women","3152","Gwalior","2.846353552","10.033167495","7.677664974","71.558202784108720885","2.122787769","0.489332504","4.877148760","83277.73","7055.820278410872088589"
"01-07-2024","NY-CMP-7932","Influencer","College Students","11","YouTube, Facebook","56445","3629","1119","697","471172.00","376.14","Youth","10794","Amravati","6.429267428","19.206392945","6.457291087","1252.650608815866432711","0.336139410","0.103648387","0.539655667","470795.86","125165.060881586643271122"
"01-07-2024","NY-CMP-8763","Influencer","Premium Shoppers","28","Email, Facebook","84255","10703","3449","1868","967624.00","102.99","College Students","3290","Bareilly","12.703103673","17.453050546","56.778115501","9395.319933974172249732","0.029860829","0.009622535","0.055133832","967521.01","939431.993397417224973298"
"01-07-2024","NY-CMP-8841","Email","College Students","6","WhatsApp, Google","45260","2309","764","266","54264.00","288.74","Working Women","10581","Patna","5.101634997","11.520138588","2.513940081","187.933781256493731384","0.377931937","0.125049805","1.085488721","53975.26","18693.378125649373138463"
"01-07-2024","NY-CMP-9228","SEO","Working Women","11","Instagram, Facebook, WhatsApp","93434","6660","3489","1512","595728.00","135.27","Tier 2 City Customers","14028","Delhi","7.128026200","22.702702702","10.778443113","4403.992015968063872255","0.038770421","0.020310810","0.089464285","595592.73","440299.201596806387225548"
"01-07-2024","NY-CMP-9590","Paid Ads","Premium Shoppers","14","Email, YouTube","71677","8319","4296","1565","420985.00","36.32","College Students","12616","Kanpur","11.606233519","18.812357254","12.404882688","11590.99669603524229074","0.008454376","0.004365909","0.023207667","420948.68","1158999.669603524229074889"
"01-07-2024","NY-CMP-10512","Social Media","Youth","28","YouTube, WhatsApp","99645","11934","5211","3971","2644686.00","45.47","Premium Shoppers","9355","Bareilly","11.976516634","33.274677392","42.447888829","58163.31647239938420936","0.008725772","0.003810122","0.011450516","2644640.53","5816231.647239938420936881"
"01-07-2024","NY-CMP-10614","Paid Ads","Working Women","26","Google, Instagram, Email","99432","4471","1529","844","506400.00","63.95","Tier 2 City Customers","15061","Aligarh","4.496540349","18.877208678","5.603877564","7918.686473807662236121","0.041824722","0.014303287","0.075770142","506336.05","791768.647380766223612197"
"01-07-2024","NY-CMP-10694","Social Media","Premium Shoppers","24","Google, Email","84699","9557","2598","1326","1043562.00","102.62","Tier 2 City Customers","9257","Guntur","11.283486227","13.874646855","14.324295128","10169.18729292535568115","0.039499615","0.010737679","0.077390648","1043459.38","1016818.729292535568115377"
"01-07-2024","NY-CMP-10734","Email","College Students","5","WhatsApp","96428","2850","779","482","236180.00","272.53","Working Women","7478","Hubli","2.955573070","16.912280701","6.445573682","866.620188603089568120","0.349845956","0.095624561","0.565414937","235907.47","86562.018860308956812094"
"01-07-2024","NY-CMP-10944","Influencer","Tier 2 City Customers","29","WhatsApp, Google, Facebook","96770","13571","6035","3309","1078734.00","74.76","Premium Shoppers","11158","Nagpur","14.023974372","24.382875248","29.655852303","14429.29373996789727126","0.012387738","0.005508805","0.022592928","1078659.24","1442829.373996789727126805"
"01-07-2024","NY-CMP-11579","Social Media","Tier 2 City Customers","29","WhatsApp, YouTube, Google","99592","2646","1543","947","595663.00","257.74","Premium Shoppers","15801","Dhanbad","2.656839906","35.789871504","5.993291563","2311.100333669589508807","0.167038237","0.097407407","0.272164730","595405.26","231010.033366958950880732"
"01-07-2024","NY-CMP-12052","SEO","Tier 2 City Customers","19","Email","49095","6944","4110","1435","810775.00","49.44","Working Women","854","Ambattur","14.144006517","20.665322580","168.032786885","16399.17071197411003236","0.012029197","0.007119815","0.034452961","810725.56","1639817.071197411003236245"
"01-07-2024","NY-CMP-12429","Paid Ads","College Students","28","Facebook, Google","20629","1892","562","365","292000.00","813.90","Premium Shoppers","10239","Jaipur","9.171554607","19.291754756","3.564801250","358.766433222754638161","1.448220640","0.430179704","2.229863013","291186.10","35776.643322275463816193"
"01-07-2024","NY-CMP-13302","Influencer","Youth","30","YouTube, WhatsApp, Google","20743","2364","1005","383","286101.00","366.88","College Students","9739","Solapur","11.396615725","16.201353637","3.932641955","779.821740078499781945","0.365054726","0.155194585","0.957911227","285734.12","77882.174007849978194505"
"01-07-2024","NY-CMP-13699","Influencer","College Students","24","Instagram, Email","15435","2217","1008","392","195216.00","345.46","Youth","1468","Amritsar","14.363459669","17.681551646","26.702997275","565.090024894343773519","0.342718253","0.155823184","0.881275510","194870.54","56409.002489434377351936"
"01-07-2024","NY-CMP-13784","Email","Youth","29","YouTube","99046","12267","4590","3099","2225082.00","75.61","Youth","12623","Bhavnagar","12.385154372","25.262900464","24.550423829","29428.40894061632059251","0.016472766","0.006163691","0.024398192","2225006.39","2942740.894061632059251421"
"01-07-2024","NY-CMP-14536","Paid Ads","Premium Shoppers","17","Email","60622","2704","1450","781","581845.00","84.18","Tier 2 City Customers","8482","Srinagar","4.460426907","28.883136094","9.207734024","6911.914944167260631979","0.058055172","0.031131656","0.107784891","581760.82","691091.494416726063197909"
"01-07-2024","NY-CMP-14572","SEO","Premium Shoppers","11","YouTube, WhatsApp","95702","9379","5587","2674","1302238.00","34.50","Youth","11302","Akola","9.800213161","28.510502185","23.659529286","37746.02898550724637681","0.006175049","0.003678430","0.012902019","1302203.50","3774502.898550724637681159"
"01-07-2024","NY-CMP-14871","Paid Ads","Tier 2 City Customers","17","Email","39364","2458","1315","746","205150.00","305.26","Youth","10668","Thane","6.244284117","30.349877949","6.992875890","672.050055690231278254","0.232136882","0.124190398","0.409195710","204844.74","67105.005569023127825460"
"01-07-2024","NY-CMP-16655","SEO","Working Women","23","Google, WhatsApp, Instagram","45753","5025","2634","1048","833160.00","253.30","College Students","6487","Kota","10.982886368","20.855721393","16.155387698","3289.222266087643110935","0.096165527","0.050407960","0.241698473","832906.70","328822.226608764311093564"
"01-07-2024","NY-CMP-16765","Social Media","Tier 2 City Customers","22","Facebook, Instagram, Email","93068","3081","1587","1105","301665.00","219.23","Working Women","4870","Ujjain","3.310482657","35.864978902","22.689938398","1376.020617616202162112","0.138141146","0.071155469","0.198398190","301445.77","137502.061761620216211284"
"01-07-2024","NY-CMP-17841","Paid Ads","Youth","8","Facebook","21491","2424","957","474","241266.00","237.64","College Students","7239","Tiruppur","11.279140105","19.554455445","6.547865727","1015.258374011109240868","0.248317659","0.098036303","0.501350210","241028.36","101425.837401110924086854"
"01-07-2024","NY-CMP-17937","SEO","Working Women","7","Email, Google","58088","6884","2875","1430","928070.00","44.85","Youth","11876","Amritsar","11.850984712","20.772806507","12.041091276","20692.75362318840579710","0.015600000","0.006515107","0.031363636","928025.15","2069175.362318840579710144"
"01-07-2024","NY-CMP-17945","Email","College Students","19","WhatsApp, Email","15532","367","132","88","43208.00","2330.65","Working Women","1358","Jaipur","2.362863765","23.978201634","6.480117820","18.539034175015553600","17.656439393","6.350544959","26.484659090","40877.35","1753.903417501555360092"
"01-07-2024","NY-CMP-17998","Social Media","Working Women","18","Instagram, Facebook","93913","6585","3687","1234","567640.00","109.00","Premium Shoppers","16360","Jamnagar","7.011808801","18.739559605","7.542787286","5207.706422018348623853","0.029563330","0.016552771","0.088330632","567531.00","520670.642201834862385321"
"01-07-2024","NY-CMP-18084","Social Media","Working Women","27","YouTube, WhatsApp","92890","10366","5324","2686","1861398.00","73.43","Working Women","6303","Bangalore","11.159435891","25.911634188","42.614627954","25349.28503336510962821","0.013792261","0.007083735","0.027338049","1861324.57","2534828.503336510962821734"
"01-07-2024","NY-CMP-18247","Influencer","College Students","7","Email","26282","730","418","170","133620.00","969.32","Premium Shoppers","17862","Bareilly","2.777566395","23.287671232","0.951741126","137.849213881896587298","2.318947368","1.327835616","5.701882352","132650.68","13684.921388189658729831"
"01-07-2024","NY-CMP-18672","Paid Ads","College Students","21","Email, Instagram","73231","10032","4685","3094","1772862.00","25.43","Youth","13202","Raipur","13.699116494","30.841307814","23.435843054","69715.37554069996067636","0.005427961","0.002534888","0.008219133","1772836.57","6971437.554069996067636649"
"01-07-2024","NY-CMP-19578","Email","Youth","16","Google, WhatsApp","98167","11681","6205","2120","1596360.00","28.45","College Students","13334","Kota","11.899110699","18.149131067","15.899205039","56111.07205623901581722","0.004585012","0.002435579","0.013419811","1596331.55","5611007.205623901581722319"
"01-07-2024","NY-CMP-19752","Influencer","Tier 2 City Customers","9","Facebook, Google, Email","63319","3342","1261","398","117410.00","280.58","Working Women","6127","Thane","5.278036608","11.909036505","6.495838093","418.454629695630479720","0.222505947","0.083955715","0.704974874","117129.42","41745.462969563047972057"
"01-07-2024","NY-CMP-19812","Social Media","Working Women","24","Facebook","54102","6852","3492","1246","716450.00","153.59","Working Women","17700","Gwalior","12.664966175","18.184471687","7.039548022","4664.691711699980467478","0.043983390","0.022415353","0.123266452","716296.41","466369.171169998046747835"
"01-07-2024","NY-CMP-20150","Influencer","College Students","6","Email, Instagram","55402","5558","1539","1025","209100.00","260.45","Working Women","1031","Siliguri","10.032128804","18.441885570","99.418040737","802.841236321750815895","0.169233268","0.046860381","0.254097560","208839.55","80184.123632175081589556"
"01-07-2024","NY-CMP-20694","SEO","Tier 2 City Customers","28","Google, Facebook","68956","7054","3916","3043","1192856.00","43.74","Working Women","13960","Bhopal","10.229711700","43.138644740","21.797994269","27271.51348879743941472","0.011169560","0.006200737","0.014373973","1192812.26","2727051.348879743941472336"
"01-07-2024","NY-CMP-21376","SEO","Tier 2 City Customers","14","WhatsApp","73235","10937","5011","2739","1150380.00","61.31","Tier 2 City Customers","1136","Hyderabad","14.934116201","25.043430556","241.109154929","18763.33387701843092480","0.012235082","0.005605741","0.022384081","1150318.69","1876233.387701843092480835"
"01-07-2024","NY-CMP-21452","SEO","College Students","16","Google, WhatsApp","12324","1680","738","416","205504.00","197.40","Tier 2 City Customers","19948","Gulbarga","13.631937682","24.761904761","2.085422097","1041.053698074974670719","0.267479674","0.117500000","0.474519230","205306.60","104005.369807497467071935"
"01-07-2024","NY-CMP-21456","SEO","Youth","23","Email","17700","823","319","146","45990.00","945.73","College Students","7526","Hubli","4.649717514","17.739975698","1.939941536","48.629101329131993275","2.964670846","1.149125151","6.477602739","45044.27","4762.910132913199327503"
"01-07-2024","NY-CMP-21756","Paid Ads","Premium Shoppers","19","Instagram, Email, Facebook","11773","1727","1021","808","595496.00","221.50","Working Women","19789","Amravati","14.669158243","46.786334684","4.083076456","2688.469525959367945823","0.216944172","0.128257093","0.274133663","595274.50","268746.952595936794582392"
"01-07-2024","NY-CMP-21801","Influencer","Tier 2 City Customers","27","Email, WhatsApp","94218","4606","1218","393","121830.00","265.40","Premium Shoppers","15094","Ambattur","4.888662463","8.532349109","2.603683582","459.042954031650339110","0.217898193","0.057620495","0.675318066","121564.60","45804.295403165033911077"
"01-07-2024","NY-CMP-21882","SEO","Premium Shoppers","19","Facebook","40135","2198","543","266","173698.00","892.28","Youth","8961","Mysore","5.476516755","12.101910828","2.968418703","194.667593132200654503","1.643241252","0.405950864","3.354436090","172805.72","19366.759313220065450307"
"01-07-2024","NY-CMP-22159","Influencer","Working Women","17","Email","88437","10267","4521","1509","701685.00","197.19","College Students","8849","Rajkot","11.609394258","14.697574754","17.052774324","3558.420812414422638064","0.043616456","0.019206194","0.130675944","701487.81","355742.081241442263806481"
"01-07-2024","NY-CMP-22506","Influencer","Tier 2 City Customers","16","Instagram","79014","11116","6081","4378","2215268.00","48.62","Tier 2 City Customers","11644","Tiruchirappalli","14.068392943","39.384670744","37.598763311","45562.89592760180995475","0.007995395","0.004373875","0.011105527","2215219.38","4556189.592760180995475113"
"01-07-2024","NY-CMP-23381","Social Media","Premium Shoppers","26","WhatsApp, YouTube, Instagram","59879","5127","2814","868","614544.00","217.34","College Students","9455","Akola","8.562267238","16.929978544","9.180327868","2827.569706450722370479","0.077235252","0.042391261","0.250391705","614326.66","282656.970645072237047943"
"01-07-2024","NY-CMP-23424","Email","College Students","7","Instagram, Facebook","20970","1462","467","372","148056.00","165.65","Premium Shoppers","4654","Gulbarga","6.971864568","25.444596443","7.993124194","893.788107455478418351","0.354710920","0.113303693","0.445295698","147890.35","89278.810745547841835194"
"01-07-2024","NY-CMP-23789","Influencer","Working Women","11","Email, WhatsApp, Instagram","20835","2793","1569","511","365365.00","182.11","Tier 2 City Customers","19910","Dehradun","13.405327573","18.295739348","2.566549472","2006.287408709022019658","0.116067558","0.065202291","0.356379647","365182.89","200528.740870902201965844"
"01-07-2024","NY-CMP-23824","Paid Ads","Tier 2 City Customers","28","YouTube, Email, WhatsApp","50343","5024","1450","546","164892.00","307.57","Working Women","224","Saharanpur","9.979540353","10.867834394","243.750000000","536.112104561563221380","0.212117241","0.061220143","0.563315018","164584.43","53511.210456156322138049"
"01-07-2024","NY-CMP-23827","Email","Working Women","14","Google, Instagram, YouTube","35462","923","493","327","181812.00","547.67","Tier 2 City Customers","4907","Nagpur","2.602786080","35.427952329","6.663949459","331.973633757554731864","1.110892494","0.593358613","1.674831804","181264.33","33097.363375755473186407"
"01-07-2024","NY-CMP-24336","Paid Ads","Working Women","24","Google, Facebook","10114","788","182","98","33124.00","748.29","Tier 2 City Customers","7690","Allahabad","7.791180541","12.436548223","1.274382314","44.266260407061433401","4.111483516","0.949606598","7.635612244","32375.71","4326.626040706143340148"
"01-07-2024","NY-CMP-24531","Paid Ads","College Students","19","WhatsApp, Email, Facebook","82250","6676","3947","1315","635145.00","155.79","Tier 2 City Customers","19962","Varanasi","8.116717325","19.697423606","6.587516280","4076.930483342961679183","0.039470483","0.023335829","0.118471482","634989.21","407593.048334296167918351"
"01-07-2024","NY-CMP-24712","Influencer","Premium Shoppers","21","Email, WhatsApp","12935","1445","317","193","45355.00","1063.27","Working Women","17258","Mysore","11.171240819","13.356401384","1.118321937","42.656145663848316984","3.354164037","0.735826989","5.509170984","44291.73","4165.614566384831698439"
"01-07-2024","NY-CMP-25295","SEO","College Students","29","Google, WhatsApp, Email","25666","2475","1416","575","140875.00","350.05","Tier 2 City Customers","13630","Raipur","9.643107613","23.232323232","4.218635363","402.442508213112412512","0.247210451","0.141434343","0.608782608","140524.95","40144.250821311241251249"
"01-07-2024","NY-CMP-25583","Social Media","Premium Shoppers","25","YouTube","40994","4717","1947","828","409860.00","164.31","Tier 2 City Customers","8605","Agra","11.506561935","17.553529785","9.622312608","2494.431257987949607449","0.084391371","0.034833580","0.198442028","409695.69","249343.125798794960744933"
"01-07-2024","NY-CMP-25784","Influencer","Working Women","14","Facebook","55997","8397","4016","2645","1965235.00","105.76","Premium Shoppers","9318","Gurgaon","14.995446184","31.499345004","28.385919725","18582.02534039334341906","0.026334661","0.012594974","0.039984877","1965129.24","1858102.534039334341906202"
"01-07-2024","NY-CMP-26251","Social Media","College Students","19","Instagram, Email, Facebook","84678","7679","2417","821","363703.00","128.95","Youth","2905","Jabalpur","9.068471149","10.691496288","28.261617900","2820.496316401706087630","0.053351261","0.016792551","0.157064555","363574.05","281949.631640170608763086"
"01-07-2024","NY-CMP-26302","Email","Youth","19","Email, Facebook","18652","1879","945","634","263744.00","468.03","Youth","7584","Jamnagar","10.073986703","33.741351782","8.359704641","563.519432515009721599","0.495269841","0.249084619","0.738217665","263275.97","56251.943251500972159904"
"01-07-2024","NY-CMP-26423","Email","Premium Shoppers","20","Instagram, WhatsApp","43622","5676","2049","1123","706367.00","201.30","Premium Shoppers","14051","Vadodara","13.011783045","19.785059901","7.992313714","3509.026328862394436164","0.098243045","0.035465116","0.179252003","706165.70","350802.632886239443616492"
"01-07-2024","NY-CMP-26545","SEO","Premium Shoppers","6","Instagram, YouTube","98950","8012","3625","1828","531948.00","76.69","Youth","9092","Amravati","8.097018696","22.815776335","20.105587329","6936.341113574129612726","0.021155862","0.009571892","0.041952954","531871.31","693534.111357412961272656"
"01-07-2024","NY-CMP-27969","Email","Tier 2 City Customers","11","Facebook","68707","4985","1650","778","256740.00","245.45","College Students","12845","Thane","7.255447043","15.606820461","6.056831451","1045.997148095335098798","0.148757575","0.049237713","0.315488431","256494.55","104499.714809533509879812"
"01-07-2024","NY-CMP-28143","Social Media","Working Women","26","YouTube","43486","3641","1462","765","555390.00","263.60","College Students","4912","Siliguri","8.372809639","21.010711343","15.574104234","2106.942336874051593323","0.180300957","0.072397692","0.344575163","555126.40","210594.233687405159332321"
"01-07-2024","NY-CMP-28239","Social Media","College Students","20","Instagram, YouTube","30114","3245","1466","924","607992.00","148.90","Youth","14256","Chandigarh","10.775718934","28.474576271","6.481481481","4083.223640026863666890","0.101568894","0.045885978","0.161147186","607843.10","408222.364002686366689053"
"01-07-2024","NY-CMP-29047","Paid Ads","Tier 2 City Customers","20","Facebook, Instagram, Email","77664","5634","2215","962","278018.00","192.37","College Students","745","Guntur","7.254326328","17.074902378","129.127516778","1445.225346987576025367","0.086848758","0.034144479","0.199968814","277825.63","144422.534698757602536778"
"01-07-2024","NY-CMP-29157","Email","Premium Shoppers","30","Google","18733","419","132","45","34065.00","4051.76","Tier 2 City Customers","13969","Indore","2.236694603","10.739856801","0.322141885","8.407457499950638734","30.695151515","9.670071599","90.039111111","30013.24","740.745749995063873477"
"01-07-2024","NY-CMP-29237","Social Media","Working Women","9","Instagram","91693","8087","2781","2177","711879.00","131.18","Premium Shoppers","3510","Ujjain","8.819648173","26.919747743","62.022792022","5426.734258271077908217","0.047170082","0.016221095","0.060257234","711747.82","542573.425827107790821771"
"01-07-2024","NY-CMP-29259","Email","Youth","20","YouTube, WhatsApp, Google","13249","889","261","105","59745.00","1778.50","Premium Shoppers","4238","Jamnagar","6.709940372","11.811023622","2.477583765","33.592915378127635648","6.814176245","2.000562429","16.938095238","57966.50","3259.291537812763564801"
"01-07-2024","NY-CMP-29447","Social Media","College Students","15","Email, YouTube","78889","7687","3343","2266","1806002.00","79.97","Working Women","16261","Gaya","9.744070782","29.478340054","13.935182338","22583.49381017881705639","0.023921627","0.010403278","0.035291262","1805922.03","2258249.381017881705639614"
"01-07-2024","NY-CMP-29801","SEO","Youth","26","Google, Instagram","17505","618","181","122","29524.00","2442.39","Tier 2 City Customers","5457","Jabalpur","3.530419880","19.741100323","2.235660619","12.088159548638833273","13.493867403","3.952087378","20.019590163","27081.61","1108.815954863883327396"
"01-07-2024","NY-CMP-30247","Social Media","Working Women","5","YouTube, Google, WhatsApp","17113","2392","991","397","220335.00","490.55","Working Women","3373","Ludhiana","13.977677788","16.596989966","11.769937740","449.159107124655998369","0.495005045","0.205079431","1.235642317","219844.45","44815.910712465599836917"
"01-07-2024","NY-CMP-30248","Paid Ads","Tier 2 City Customers","19","Instagram, Facebook, WhatsApp","27656","881","346","263","139390.00","1086.24","Tier 2 City Customers","19953","Firozabad","3.185565519","29.852440408","1.318097529","128.323390779201649727","3.139421965","1.232962542","4.130190114","138303.76","12732.339077920164972750"
"01-07-2024","NY-CMP-30747","Influencer","Working Women","21","YouTube, Google, WhatsApp","19163","1509","799","504","201600.00","449.88","Tier 2 City Customers","645","Aligarh","7.874549913","33.399602385","78.139534883","448.119498532942117898","0.563053817","0.298131212","0.892619047","201150.12","44711.949853294211789810"
"01-07-2024","NY-CMP-31350","Influencer","Tier 2 City Customers","29","Google, Facebook","39577","4694","1559","682","519002.00","427.73","Tier 2 City Customers","7626","Raipur","11.860423983","14.529186195","8.943089430","1213.386949711266453136","0.274361770","0.091122709","0.627170087","518574.27","121238.694971126645313632"
"01-07-2024","NY-CMP-31598","Social Media","College Students","27","YouTube, WhatsApp","44657","3598","861","573","391932.00","152.20","Premium Shoppers","1082","Indore","8.056967552","15.925514174","52.957486136","2575.111695137976346911","0.176771196","0.042301278","0.265619546","391779.80","257411.169513797634691195"
"01-07-2024","NY-CMP-32912","Email","Tier 2 City Customers","18","YouTube","34364","1935","712","472","175112.00","217.12","Premium Shoppers","9798","Vasai","5.630892794","24.392764857","4.817309655","806.521739130434782608","0.304943820","0.112206718","0.460000000","174894.88","80552.173913043478260869"
"01-07-2024","NY-CMP-33262","Social Media","College Students","16","Instagram, Facebook","83113","10943","3061","1993","528145.00","109.28","Working Women","2629","Bikaner","13.166411993","18.212555971","75.808292126","4832.952049780380673499","0.035700751","0.009986292","0.054831911","528035.72","483195.204978038067349926"
"01-07-2024","NY-CMP-33522","Email","College Students","27","Instagram","82986","5855","3009","1697","1162445.00","150.29","Youth","4797","Saharanpur","7.055406936","28.983774551","35.376276839","7734.679619402488522190","0.049946826","0.025668659","0.088562168","1162294.71","773367.961940248852219043"
"01-07-2024","NY-CMP-33641","Paid Ads","Working Women","28","WhatsApp","20260","949","255","141","83472.00","1958.73","Youth","19169","Nanded","4.684106614","14.857744994","0.735562627","42.615368121180560873","7.681294117","2.063993677","13.891702127","81513.27","4161.536812118056087362"
"01-07-2024","NY-CMP-34132","Influencer","Youth","7","Email, WhatsApp","24313","941","542","203","117334.00","551.54","Youth","1208","Visakhapatnam","3.870357421","21.572794899","16.804635761","212.738876600065271784","1.017601476","0.586121147","2.716945812","116782.46","21173.887660006527178445"
"01-07-2024","NY-CMP-34437","Paid Ads","Working Women","21","YouTube","34388","3734","2026","880","696960.00","135.70","Working Women","14802","Jalgaon","10.858438990","23.567220139","5.945142548","5136.035372144436256448","0.066979269","0.036341724","0.154204545","696824.30","513503.537214443625644804"
